word,stem,suffix,freq
guts,s,gut,24
gutter,er,gutt,23
gutters,s,gutter,24
guy,y,gu,22
guys,s,guy,24
gym,m,gy,16
gymnast,t,gymnas,20
gymnastics,s,gymnastic,24
gymnasts,s,gymnast,24
gyms,s,gym,24
gynecologist,t,gynecologis,20
gynecologists,s,gynecologist,24
gypsies,s,gypsie,24
gypsum,m,gypsu,16
gypsy,y,gyps,22
gyration,on,gyrati,18
gyrations,s,gyration,24
gyro,o,gyr,20
gyrocompass,s,gyrocompas,24
gyros,s,gyro,24
gyroscopes,s,gyroscope,24
g{t},{t},g,3
haberdasheries,s,haberdasherie,24
haberdashery,y,haberdasher,22
habit,t,habi,20
habitants,s,habitant,24
habitat,t,habita,20
habits,s,habit,24
hack,k,hac,12
hackers,s,hacker,24
hackles,s,hackle,24
hacksaw,aw,hacks,9
hackwork,k,hackwor,12
haddock,k,haddoc,12
haggle,e,haggl,24
hail,l,hai,12
hailstorm,m,hailstor,16
hair,r,hai,13
haircut,t,haircu,20
haircuts,s,haircut,24
hairdos,s,hairdo,24
hairpin,in,hairp,21
hairs,s,hair,24
hairshirt,t,hairshir,20
hairtonic,c,hairtoni,17
half,f,hal,14
halfback,k,halfbac,12
halfbacks,s,halfback,24
halftime,e,halftim,24
halides,s,halide,24
hall,l,hal,12
hallelujahs,s,hallelujah,24
hallmark,k,hallmar,12
hallmarks,s,hallmark,24
halls,s,hall,24
hallucinations,s,hallucination,24
hallway,y,hallwa,22
hallways,s,hallway,24
halo,o,hal,20
halogens,s,halogen,24
halos,s,halo,24
halt,t,hal,20
halter,er,halt,23
halts,s,halt,24
halvah,h,halva,13
halves,s,halve,24
ham,m,ha,16
hamburger,er,hamburg,23
hamburgers,s,hamburger,24
hamlet,t,hamle,20
hammer,er,hamm,23
hamming,ing,hamm,23
hammock,k,hammoc,12
hamper,er,hamp,23
hams,s,ham,24
han',',han,5
hand,d,han,11
handbag,g,handba,13
handbook,k,handboo,12
handbooks,s,handbook,24
handclasp,p,handclas,13
handcuffs,s,handcuff,24
hande,e,hand,24
hander,er,hand,23
handful,l,handfu,12
handfuls,s,handful,24
handgun,n,handgu,14
handguns,s,handgun,24
handhold,d,handhol,11
handicap,p,handica,13
handicaps,s,handicap,24
handicrafts,s,handicraft,24
handicraftsman,an,handicraftsm,17
handiwork,k,handiwor,12
handkerchief,f,handkerchie,14
handkerchiefs,s,handkerchief,24
handle,e,handl,24
handlebars,s,handlebar,24
handles,s,handle,24
handling,ing,handl,23
handmaiden,en,handmaid,16
hands,s,hand,24
handshake,e,handshak,24
handspikes,s,handspike,24
handstand,d,handstan,11
handstands,s,handstand,24
handwriting,ing,handwrit,23
handyman,an,handym,17
handymen,men,handy,18
hangar,ar,hang,18
hangars,s,hangar,24
hangers,s,hanger,24
hanging,ing,hang,23
hangman,an,hangm,17
hangouts,s,hangout,24
hangover,er,hangov,23
hangovers,s,hangover,24
hansom,m,hanso,16
happening,ing,happen,23
happenings,s,happening,24
happenstance,e,happenstanc,24
happiness,s,happines,24
harbor,or,harb,21
harbors,s,harbor,24
hardbake,e,hardbak,24
hardboard,ard,hardbo,16
hardener,er,harden,23
hardness,s,hardnes,24
hardship,p,hardshi,13
hardships,s,hardship,24
hardtack,k,hardtac,12
hardware,e,hardwar,24
hardwoods,s,hardwood,24
hare,e,har,24
harelips,s,harelip,24
harem,m,hare,16
harm,m,har,16
harmonies,s,harmonie,24
harmonization,on,harmonizati,18
harmony,y,harmon,22
harness,s,harnes,24
harp,p,har,13
harping,ing,harp,23
harpsichord,d,harpsichor,11
harpsichordist,t,harpsichordis,20
harrassment,t,harrassmen,20
harrumphing,ing,harrumph,23
harshness,s,harshnes,24
hartes,s,harte,24
harvest,t,harves,20
harvesting,ing,harvest,23
harvests,s,harvest,24
hash,h,has,13
hasher,er,hash,23
hasps,s,hasp,24
haste,e,hast,24
hat,t,ha,20
hatch,h,hatc,13
hatchet,t,hatche,20
hatching,ing,hatch,23
hatchway,y,hatchwa,22
hate,e,hat,24
hates,s,hate,24
hatred,d,hatre,11
hats,s,hat,24
hattes,s,hatte,24
haughtiness,s,haughtines,24
haul,l,hau,12
haulage,e,haulag,24
hauls,s,haul,24
haunches,s,haunche,24
haunt,t,haun,20
haunts,s,haunt,24
haven,en,hav,16
havens,s,haven,24
havoc,c,havo,17
hawing,ing,haw,23
hawk,k,haw,12
hawker,er,hawk,23
hawkers,s,hawker,24
hay,y,ha,22
hayfields,s,hayfield,24
haystack,k,haystac,12
haystacks,s,haystack,24
hazard,ard,haz,16
hazards,s,hazard,24
haze,e,haz,24
hazel,el,haz,20
hazelnuts,s,hazelnut,24
hbo,o,hb,20
head,d,hea,11
headache,e,headach,24
headaches,s,headache,24
headboard,ard,headbo,16
headdress,s,headdres,24
heade,e,head,24
header,er,head,23
heading,ing,head,23
headings,s,heading,24
headland,d,headlan,11
headlands,s,headland,24
headlights,s,headlight,24
headline,e,headlin,24
headlines,s,headline,24
headlinese,e,headlines,24
headmaster,er,headmast,23
headquarter,er,headquart,23
headquarters,s,headquarter,24
headroom,m,headroo,16
heads,s,head,24
headsman,an,headsm,17
headstand,d,headstan,11
headstands,s,headstand,24
headstones,s,headstone,24
headwalls,s,headwall,24
headwaters,s,headwater,24
healer,er,heal,23
healing,ing,heal,23
health,th,heal,15
heap,p,hea,13
heaps,s,heap,24
hearer,er,hear,23
hearers,s,hearer,24
hearing,ing,hear,23
hearings,s,hearing,24
hearsay,y,hearsa,22
hearse,e,hears,24
heart,t,hear,20
heartbeat,t,heartbea,20
heartbreak,k,heartbrea,12
hearth,th,hear,15
hearts,s,heart,24
heat,t,hea,20
heater,er,heat,23
heaters,s,heater,24
heather,er,heath,23
heating,ing,heat,23
heave,e,heav,24
heaven,en,heav,16
heavens,s,heaven,24
heavers,s,heaver,24
heaviness,s,heavines,24
heaving,ing,heav,23
hecatomb,b,hecatom,13
heck,k,hec,12
hedge,e,hedg,24
hedges,s,hedge,24
hedonism,ism,hedon,18
heed,d,hee,11
heel,el,he,20
heelers,s,heeler,24
heels,s,heel,24
hegemony,y,hegemon,22
height,t,heigh,20
heightening,ing,heighten,23
heights,s,height,24
heir,r,hei,13
heiress,s,heires,24
heirs,s,heir,24
hel,el,h,20
helicopter,er,helicopt,23
helion,on,heli,18
heliotrope,e,heliotrop,24
helium,m,heliu,16
hell,l,hel,12
hellfire,e,hellfir,24
hells,s,hell,24
helm,m,hel,16
helmet,t,helme,20
helmets,s,helmet,24
helmsman,an,helmsm,17
help,p,hel,13
helper,er,help,23
helpers,s,helper,24
helpfulness,s,helpfulnes,24
helplessness,s,helplessnes,24
helpmate,e,helpmat,24
helps,s,help,24
hem,m,he,16
hemisphere,e,hemispher,24
hemlocks,s,hemlock,24
hemoglobin,in,hemoglob,21
hemorrhage,e,hemorrhag,24
hemorrhages,s,hemorrhage,24
hemorrhoids,s,hemorrhoid,24
hemosiderin,in,hemosider,21
hen,en,h,16
henchman,an,henchm,17
henchmen,men,hench,18
hens,s,hen,24
hepatitis,s,hepatiti,24
heptachlor,or,heptachl,21
herb,b,her,13
herbs,s,herb,24
herd,d,her,11
herdin',in',herd,8
herds,s,herd,24
heredity,y,heredit,22
heresy,y,heres,22
heretics,s,heretic,24
heritage,e,heritag,24
heritages,s,heritage,24
hermeneutics,s,hermeneutic,24
hero,o,her,20
heroes,s,heroe,24
heroics,s,heroic,24
heroin,in,hero,21
heroine,e,heroin,24
heroism,ism,hero,18
herons,s,heron,24
herpetologist,t,herpetologis,20
herpetologists,s,herpetologist,24
herpetology,y,herpetolog,22
herring,ing,herr,23
herringbone,e,herringbon,24
hesitance,e,hesitanc,24
hesitancy,y,hesitanc,22
hesitation,on,hesitati,18
hex,x,he,7
hexagon,on,hexag,18
hexameter,er,hexamet,23
heyday,y,heyda,22
hibachi,i,hibach,16
hiccups,s,hiccup,24
hick,k,hic,12
hickory,y,hickor,22
hide,e,hid,24
hideaway,y,hideawa,22
hideout,t,hideou,20
hides,s,hide,24
hiding,ing,hid,23
hierarchies,s,hierarchie,24
hierarchy,y,hierarch,22
high,h,hig,13
highball,l,highbal,12
highboard,ard,highbo,16
highboy,y,highbo,22
highland,d,highlan,11
highlight,t,highligh,20
highlights,s,highlight,24
highpoint,t,highpoin,20
highroad,d,highroa,11
highs,s,high,24
highschool,l,highschoo,12
highway,y,highwa,22
highwayman,an,highwaym,17
highways,s,highway,24
hijackers,s,hijacker,24
hijacking,ing,hijack,23
hike,e,hik,24
hikes,s,hike,24
hiking,ing,hik,23
hilarity,y,hilarit,22
hill,l,hil,12
hillbilly,y,hillbill,22
hills,s,hill,24
hillside,e,hillsid,24
hilltops,s,hilltop,24
hilt,t,hil,20
hilum,m,hilu,16
hindquarters,s,hindquarter,24
hindrances,s,hindrance,24
hindsight,t,hindsigh,20
hinge,e,hing,24
hinges,s,hinge,24
hint,t,hin,20
hinterlands,s,hinterland,24
hints,s,hint,24
hip,p,hi,13
hipline,e,hiplin,24
hips,s,hip,24
hipster,er,hipst,23
hirelings,s,hireling,24
hiss,s,his,24
hissing,ing,hiss,23
histology,y,histolog,22
historian,an,histori,17
historians,s,historian,24
historicism,ism,historic,18
historicity,y,historicit,22
histories,s,historie,24
historiography,y,historiograph,22
history,y,histor,22
histrionics,s,histrionic,24
hit,t,hi,20
hitch,h,hitc,13
hits,s,hit,24
hitter,er,hitt,23
hitters,s,hitter,24
hive,e,hiv,24
hoarseness,s,hoarsenes,24
hob,b,ho,13
hobbies,s,hobbie,24
hobbing,ing,hobb,23
hobby,y,hobb,22
hobo,o,hob,20
hockey,y,hocke,22
hodgepodge,e,hodgepodg,24
hoes,s,hoe,24
hog,g,ho,13
hogs,s,hog,24
hold,d,hol,11
holder,er,hold,23
holders,s,holder,24
holding,ing,hold,23
holdings,s,holding,24
holdovers,s,holdover,24
holds,s,hold,24
holdup,p,holdu,13
holdups,s,holdup,24
hole,e,hol,24
holes,s,hole,24
holiday,y,holida,22
holidays,s,holiday,24
holiness,s,holines,24
hollow,ow,holl,11
hollowness,s,hollownes,24
hollows,s,hollow,24
hollowware,e,hollowwar,24
hollyhock,k,hollyhoc,12
hollyhocks,s,hollyhock,24
holocaust,t,holocaus,20
holster,er,holst,23
holystones,s,holystone,24
homage,e,homag,24
home,e,hom,24
homebuilders,s,homebuilder,24
homecoming,ing,homecom,23
homecomings,s,homecoming,24
homefolk,k,homefol,12
homeland,d,homelan,11
homemaker,er,homemak,23
homemakers,s,homemaker,24
homeowners,s,homeowner,24
homer,er,hom,23
homers,s,homer,24
homerun,n,homeru,14
homes,s,home,24
homesickness,s,homesicknes,24
homestead,d,homestea,11
homesteaders,s,homesteader,24
homesteads,s,homestead,24
homicide,e,homicid,24
homogenate,e,homogenat,24
homogeneity,y,homogeneit,22
homogenization,on,homogenizati,18
homopolymers,s,homopolymer,24
homosexuals,s,homosexual,24
hon,on,h,18
honesty,y,honest,22
honey,y,hone,22
honeybee,e,honeybe,24
honeybees,s,honeybee,24
honeymoon,on,honeymo,18
honeymooners,s,honeymooner,24
honeysuckle,e,honeysuckl,24
honkytonks,s,honkytonk,24
honor,or,hon,21
honoree,e,honore,24
honors,s,honor,24
honour,r,honou,13
hooch,h,hooc,13
hood,d,hoo,11
hoodlum,m,hoodlu,16
hoodlums,s,hoodlum,24
hoods,s,hood,24
hoof,f,hoo,14
hoofmarks,s,hoofmark,24
hoofs,s,hoof,24
hook,k,hoo,12
hooks,s,hook,24
hookup,p,hooku,13
hookups,s,hookup,24
hookworm,m,hookwor,16
hooliganism,ism,hooligan,18
hoop,p,hoo,13
hoops,s,hoop,24
hoosegow,ow,hooseg,11
hoosegows,s,hoosegow,24
hoot,t,hoo,20
hoots,s,hoot,24
hooves,s,hoove,24
hop,p,ho,13
hope,e,hop,24
hopefuls,s,hopeful,24
hopelessness,s,hopelessnes,24
hopes,s,hope,24
hopper,er,hopp,23
hopples,s,hopple,24
hops,s,hop,24
hopscotch,h,hopscotc,13
horde,e,hord,24
hordes,s,horde,24
horizon,on,horiz,18
horizons,s,horizon,24
hormone,e,hormon,24
hormones,s,hormone,24
horn,n,hor,14
horns,s,horn,24
horoscope,e,horoscop,24
horror,or,horr,21
horrors,s,horror,24
horse,e,hors,24
horseback,k,horsebac,12
horsedom,m,horsedo,16
horseflesh,h,horsefles,13
horsehair,r,horsehai,13
horseman,an,horsem,17
horsemanship,p,horsemanshi,13
horsemen,men,horse,18
horseplay,y,horsepla,22
horsepower,er,horsepow,23
horses,s,horse,24
horsewoman,an,horsewom,17
hose,e,hos,24
hoses,s,hose,24
hospital,al,hospit,19
hospitality,y,hospitalit,22
hospitalization,on,hospitalizati,18
hospitals,s,hospital,24
hoss,s,hos,24
hosses,s,hosse,24
host,t,hos,20
hostage,e,hostag,24
hostages,s,hostage,24
hoste,e,host,24
hostelries,s,hostelrie,24
hostess,s,hostes,24
hostesses,s,hostesse,24
hostilities,s,hostilitie,24
hostility,y,hostilit,22
hostler,er,hostl,23
hosts,s,host,24
hotbed,d,hotbe,11
hotdogs,s,hotdog,24
hotel,el,hot,20
hotels,s,hotel,24
hothouse,e,hothous,24
hotrod,d,hotro,11
hound,d,houn,11
hounds,s,hound,24
hour,r,hou,13
hours,s,hour,24
house,e,hous,24
houseboats,s,houseboat,24
housebreakers,s,housebreaker,24
housebreaking,ing,housebreak,23
household,d,househol,11
householder,er,household,23
householders,s,householder,24
households,s,household,24
housekeeper,er,housekeep,23
housekeeping,ing,housekeep,23
housepaint,t,housepain,20
houses,s,house,24
housewife,e,housewif,24
housewives,s,housewive,24
housework,k,housewor,12
housing,ing,hous,23
hovel,el,hov,20
howl,l,how,12
howls,s,howl,24
howse,e,hows,24
hp.,.,hp,16
hr.,.,hr,16
hub,b,hu,13
hubbub,b,hubbu,13
hubby,y,hubb,22
hubris,s,hubri,24
hubs,s,hub,24
huckster,er,huckst,23
huddle,e,huddl,24
hue,e,hu,24
hues,s,hue,24
hug,g,hu,13
huggings,s,hugging,24
hulk,k,hul,12
hulks,s,hulk,24
hull,l,hul,12
hum,m,hu,16
human,an,hum,17
humanism,ism,human,18
humanist,t,humanis,20
humanists,s,humanist,24
humanitarian,an,humanitari,17
humanities,s,humanitie,24
humanity,y,humanit,22
humanness,s,humannes,24
humans,s,human,24
humidity,y,humidit,22
humilation,on,humilati,18
humiliation,on,humiliati,18
humility,y,humilit,22
humming,ing,humm,23
hummocks,s,hummock,24
humor,or,hum,21
humorists,s,humorist,24
humour,r,humou,13
hunch,h,hunc,13
hunches,s,hunche,24
hundreds,s,hundred,24
hunger,er,hung,23
hunk,k,hun,12
hunt,t,hun,20
hunter,er,hunt,23
hunters,s,hunter,24
hunting,ing,hunt,23
hunts,s,hunt,24
hurdle,e,hurdl,24
hurdles,s,hurdle,24
hurler,er,hurl,23
hurlers,s,hurler,24
hurley,y,hurle,22
hurricane,e,hurrican,24
hurry,y,hurr,22
hurt,t,hur,20
hurts,s,hurt,24
husband,d,husban,11
husbandry,y,husbandr,22
husbands,s,husband,24
husbun,n,husbu,14
hush,h,hus,13
huskiness,s,huskines,24
hustler,er,hustl,23
hut,t,hu,20
hutment,t,hutmen,20
hutments,s,hutment,24
huts,s,hut,24
huzzahs,s,huzzah,24
hyacinths,s,hyacinth,24
hyaline,e,hyalin,24
hyalinization,on,hyalinizati,18
hybrid,d,hybri,11
hydraulics,s,hydraulic,24
hydride,e,hydrid,24
hydrides,s,hydride,24
hydrido,o,hydrid,20
hydrocarbon,on,hydrocarb,18
hydrocarbons,s,hydrocarbon,24
hydrochemistry,y,hydrochemistr,22
hydrochloride,e,hydrochlorid,24
hydrogen,en,hydrog,16
hydrogens,s,hydrogen,24
hydrolysis,s,hydrolysi,24
hydrophobia,a,hydrophobi,24
hydroxazine,e,hydroxazin,24
hydroxides,s,hydroxide,24
hydroxylation,on,hydroxylati,18
hyena,a,hyen,24
hygiene,e,hygien,24
hymen,men,hy,18
hymens,s,hymen,24
hymn,n,hym,14
hymns,s,hymn,24
hyperbole,e,hyperbol,24
hypercellularity,y,hypercellularit,22
hyperemia,a,hyperemi,24
hyperplasia,a,hyperplasi,24
hypertrophy,y,hypertroph,22
hypervelocity,y,hypervelocit,22
hypnosis,s,hypnosi,24
hypoadrenocorticism,ism,hypoadrenocortic,18
hypocellularity,y,hypocellularit,22
hypocrisies,s,hypocrisie,24
hypocrisy,y,hypocris,22
hypocrite,e,hypocrit,24
hypocrites,s,hypocrite,24
hypostatization,on,hypostatizati,18
hypothalamus,s,hypothalamu,24
hypotheses,s,hypothese,24
hypothesis,s,hypothesi,24
hypothyroidism,ism,hypothyroid,18
hysterectomy,y,hysterectom,22
hysteria,a,hysteri,24
i.d.,.,i.d,16
ibm,m,ib,16
ica,a,ic,24
ica's,s,ica',24
icbm,m,icb,16
icbm's,s,icbm',24
icbms,s,icbm,24
icc,c,ic,17
ice,e,ic,24
icebox,x,icebo,7
icicle,e,icicl,24
icing,ing,ic,23
iconoclasm,m,iconoclas,16
idea,a,ide,24
ideal,al,ide,19
idealism,ism,ideal,18
idealist,t,idealis,20
idealization,on,idealizati,18
ideals,s,ideal,24
ideas,s,idea,24
identification,on,identificati,18
identifications,s,identification,24
identities,s,identitie,24
identity,y,identit,22
ideologies,s,ideologie,24
ideologist,t,ideologis,20
ideology,y,ideolog,22
idiocies,s,idiocie,24
idiom,m,idio,16
idioms,s,idiom,24
idiosyncrasies,s,idiosyncrasie,24
idiot,t,idio,20
idleness,s,idlenes,24
idler,er,idl,23
idlers,s,idler,24
idol,l,ido,12
idolatry,y,idolatr,22
idols,s,idol,24
idyll,l,idyl,12
ignition,on,igniti,18
ignoramus,s,ignoramu,24
ignorance,e,ignoranc,24
ileum,m,ileu,16
ill,l,il,12
illegitimacy,y,illegitimac,22
illness,s,illnes,24
illnesses,s,illnesse,24
ills,s,ill,24
illumination,on,illuminati,18
illuminations,s,illumination,24
illusion,on,illusi,18
illusions,s,illusion,24
illustration,on,illustrati,18
illustrations,s,illustration,24
illustrator,or,illustrat,21
illustrators,s,illustrator,24
image,e,imag,24
imagery,y,imager,22
images,s,image,24
imagination,on,imaginati,18
imaginations,s,imagination,24
imaging,ing,imag,23
imaginings,s,imagining,24
imagnation,on,imagnati,18
imbalance,e,imbalanc,24
imbalances,s,imbalance,24
imbecile,e,imbecil,24
imbroglio,o,imbrogli,20
imitation,on,imitati,18
imitations,s,imitation,24
imitators,s,imitator,24
immaturity,y,immaturit,22
immediacies,s,immediacie,24
immediacy,y,immediac,22
immensities,s,immensitie,24
immensity,y,immensit,22
immersion,on,immersi,18
immigrant,t,immigran,20
immigrants,s,immigrant,24
immigration,on,immigrati,18
imminence,e,imminenc,24
immobility,y,immobilit,22
immodesty,y,immodest,22
immoralities,s,immoralitie,24
immorality,y,immoralit,22
immortality,y,immortalit,22
immunity,y,immunit,22
immunization,on,immunizati,18
immunoelectrophoresis,s,immunoelectrophoresi,24
impact,t,impac,20
impacts,s,impact,24
impairment,t,impairmen,20
impartiality,y,impartialit,22
impasse,e,impass,24
impatience,e,impatienc,24
impediment,t,impedimen,20
imperative,e,imperativ,24
imperfectability,y,imperfectabilit,22
imperfection,on,imperfecti,18
imperfections,s,imperfection,24
imperialism,ism,imperial,18
imperialist,t,imperialis,20
imperialists,s,imperialist,24
impersonation,on,impersonati,18
impetus,s,impetu,24
impiety,y,impiet,22
implant,t,implan,20
implement,t,implemen,20
implementation,on,implementati,18
implements,s,implement,24
implication,on,implicati,18
implications,s,implication,24
import,t,impor,20
importance,e,importanc,24
importation,on,importati,18
imports,s,import,24
importunities,s,importunitie,24
imposition,on,impositi,18
impossibility,y,impossibilit,22
impotence,e,impotenc,24
impotency,y,impotenc,22
impoundments,s,impoundment,24
imprecations,s,imprecation,24
impresario,o,impresari,20
impress,s,impres,24
impresser,er,impress,23
impression,on,impressi,18
impressionist,t,impressionis,20
impressionists,s,impressionist,24
impressions,s,impression,24
imprimatur,r,imprimatu,13
imprisonment,t,imprisonmen,20
impromptu,u,imprompt,13
impropriety,y,impropriet,22
improvement,t,improvemen,20
improvements,s,improvement,24
improvisation,on,improvisati,18
improvisations,s,improvisation,24
improviser,er,improvis,23
improvising,ing,improvis,23
impudence,e,impudenc,24
impulse,e,impuls,24
impulses,s,impulse,24
impunity,y,impunit,22
impurities,s,impuritie,24
impurity,y,impurit,22
imputation,on,imputati,18
in.,.,in,16
inability,y,inabilit,22
inaccuracies,s,inaccuracie,24
inaccuracy,y,inaccurac,22
inaction,on,inacti,18
inactivation,on,inactivati,18
inactivity,y,inactivit,22
inadequacies,s,inadequacie,24
inadequacy,y,inadequac,22
inadvertence,e,inadvertenc,24
inappropriateness,s,inappropriatenes,24
inaugural,al,inaugur,19
inauguration,on,inaugurati,18
inboards,s,inboard,24
incantation,on,incantati,18
incapacity,y,incapacit,22
incarnation,on,incarnati,18
incendiaries,s,incendiarie,24
incense,e,incens,24
incentive,e,incentiv,24
incentives,s,incentive,24
inception,on,incepti,18
inceptor,or,incept,21
incest,t,inces,20
inch,h,inc,13
inches,s,inche,24
incidence,e,incidenc,24
incident,t,inciden,20
incidentals,s,incidental,24
incidents,s,incident,24
incinerator,or,incinerat,21
incipience,e,incipienc,24
incipiency,y,incipienc,22
incisiveness,s,incisivenes,24
incitement,t,incitemen,20
incitements,s,incitement,24
inclination,on,inclinati,18
inclinations,s,inclination,24
incline,e,inclin,24
inclusion,on,inclusi,18
inclusions,s,inclusion,24
inclusiveness,s,inclusivenes,24
income,e,incom,24
incomes,s,income,24
incompatibility,y,incompatibilit,22
incompatibles,s,incompatible,24
incompetence,e,incompetenc,24
incompetents,s,incompetent,24
incompleteness,s,incompletenes,24
incomprehension,on,incomprehensi,18
incongruities,s,incongruitie,24
incongruity,y,incongruit,22
inconsistencies,s,inconsistencie,24
inconsistency,y,inconsistenc,22
inconvenience,e,inconvenienc,24
incorporation,on,incorporati,18
incorruptibility,y,incorruptibilit,22
increase,e,increas,24
increases,s,increase,24
incredulity,y,incredulit,22
incubation,on,incubati,18
incubi,i,incub,16
incubus,s,incubu,24
inculcation,on,inculcati,18
incumbents,s,incumbent,24
incursion,on,incursi,18
ind,d,in,11
indecision,on,indecisi,18
indecisiveness,s,indecisivenes,24
indefinite,e,indefinit,24
indefiniteness,s,indefinitenes,24
indefinity,y,indefinit,22
indemnity,y,indemnit,22
indentations,s,indentation,24
indenture,e,indentur,24
independence,e,independenc,24
independents,s,independent,24
index,x,inde,7
indexes,s,indexe,24
indexing,ing,index,23
indication,on,indicati,18
indications,s,indication,24
indicator,or,indicat,21
indicators,s,indicator,24
indices,s,indice,24
indictment,t,indictmen,20
indictments,s,indictment,24
indifference,e,indifferenc,24
indigation,on,indigati,18
indigestion,on,indigesti,18
indignation,on,indignati,18
indignities,s,indignitie,24
indirection,on,indirecti,18
indisposition,on,indispositi,18
indium,m,indiu,16
individual,al,individu,19
individualism,ism,individual,18
individualist,t,individualis,20
individualists,s,individualist,24
individuality,y,individualit,22
individuals,s,individual,24
individuation,on,individuati,18
indivisibility,y,indivisibilit,22
indoctrinating,ing,indoctrinat,23
indoctrination,on,indoctrinati,18
indolence,e,indolenc,24
inducement,t,inducemen,20
inducements,s,inducement,24
inductees,s,inductee,24
induction,on,inducti,18
inductions,s,induction,24
indulgence,e,indulgenc,24
indulgences,s,indulgence,24
industralization,on,industralizati,18
industrialism,ism,industrial,18
industrialist,t,industrialis,20
industrialists,s,industrialist,24
industrialization,on,industrializati,18
industries,s,industrie,24
industry,y,industr,22
ineffectiveness,s,ineffectivenes,24
inefficiency,y,inefficienc,22
ineptness,s,ineptnes,24
inequality,y,inequalit,22
inertia,a,inerti,24
inevitabilities,s,inevitabilitie,24
inevitability,y,inevitabilit,22
inexperience,e,inexperienc,24
infamy,y,infam,22
infancy,y,infanc,22
infant,t,infan,20
infantry,y,infantr,22
infantryman,an,infantrym,17
infantrymen,men,infantry,18
infants,s,infant,24
infarct,t,infarc,20
infarction,on,infarcti,18
infatuation,on,infatuati,18
infection,on,infecti,18
infections,s,infection,24
inference,e,inferenc,24
inferences,s,inference,24
inferiority,y,inferiorit,22
inferno,o,infern,20
infestation,on,infestati,18
infestations,s,infestation,24
infidelity,y,infidelit,22
infidels,s,infidel,24
infield,d,infiel,11
infighting,ing,infight,23
infiltration,on,infiltrati,18
infinite,e,infinit,24
infinitive,e,infinitiv,24
infinity,y,infinit,22
infirmary,y,infirmar,22
infirmity,y,infirmit,22
inflammation,on,inflammati,18
inflation,on,inflati,18
inflection,on,inflecti,18
inflections,s,inflection,24
infliction,on,inflicti,18
inflow,ow,infl,11
influence,e,influenc,24
influences,s,influence,24
influent,t,influen,20
influenza,a,influenz,24
influx,x,influ,7
informality,y,informalit,22
informant,t,informan,20
informants,s,informant,24
information,on,informati,18
infraction,on,infracti,18
infrared,d,infrare,11
infringement,t,infringemen,20
infringements,s,infringement,24
infuriation,on,infuriati,18
infusion,on,infusi,18
ingenuity,y,ingenuit,22
ingestion,on,ingesti,18
ingratitoode,e,ingratitood,24
ingratitude,e,ingratitud,24
ingredient,t,ingredien,20
ingredients,s,ingredient,24
inhabitants,s,inhabitant,24
inhabitation,on,inhabitati,18
inhalation,on,inhalati,18
inheritance,e,inheritanc,24
inheritors,s,inheritor,24
inhibition,on,inhibiti,18
inhibitions,s,inhibition,24
inhibitor,or,inhibit,21
inhibitors,s,inhibitor,24
inholdings,s,inholding,24
inhumanities,s,inhumanitie,24
iniquities,s,iniquitie,24
initials,s,initial,24
initiates,s,initiate,24
initiation,on,initiati,18
initiative,e,initiativ,24
initiator,or,initiat,21
injection,on,injecti,18
injunction,on,injuncti,18
injunctions,s,injunction,24
injuries,s,injurie,24
injury,y,injur,22
injustice,e,injustic,24
injustices,s,injustice,24
ink,k,in,12
inkling,ing,inkl,23
inks,s,ink,24
inlet,t,inle,20
inlets,s,inlet,24
inmate,e,inmat,24
inmates,s,inmate,24
inn,n,in,14
inning,ing,inn,23
innings,s,inning,24
innocence,e,innocenc,24
innocents,s,innocent,24
innovation,on,innovati,18
innovations,s,innovation,24
innovators,s,innovator,24
inns,s,inn,24
innuendo,o,innuend,20
innuendoes,s,innuendoe,24
innuendos,s,innuendo,24
inoculation,on,inoculati,18
inoculations,s,inoculation,24
inpost,t,inpos,20
input,t,inpu,20
inquest,t,inques,20
inquiries,s,inquirie,24
inquiry,y,inquir,22
inquisitor,or,inquisit,21
inroads,s,inroad,24
insanity,y,insanit,22
inscription,on,inscripti,18
inscriptions,s,inscription,24
inscrutability,y,inscrutabilit,22
insect,t,insec,20
insecticide,e,insecticid,24
insecticides,s,insecticide,24
insects,s,insect,24
insecurity,y,insecurit,22
insemination,on,inseminati,18
insert,t,inser,20
insertion,on,inserti,18
insertions,s,insertion,24
inserts,s,insert,24
inset,t,inse,20
insets,s,inset,24
inside,e,insid,24
insiders,s,insider,24
insides,s,inside,24
insight,t,insigh,20
insights,s,insight,24
insignificance,e,insignificanc,24
insignificances,s,insignificance,24
insinuation,on,insinuati,18
insinuations,s,insinuation,24
insistence,e,insistenc,24
insolence,e,insolenc,24
insomnia,a,insomni,24
insomniacs,s,insomniac,24
insouciance,e,insoucianc,24
inspection,on,inspecti,18
inspections,s,inspection,24
inspector,or,inspect,21
inspiration,on,inspirati,18
inspirations,s,inspiration,24
instability,y,instabilit,22
installation,on,installati,18
installations,s,installation,24
installment,t,installmen,20
installments,s,installment,24
instalments,s,instalment,24
instance,e,instanc,24
instances,s,instance,24
instancy,y,instanc,22
instant,t,instan,20
instigation,on,instigati,18
instigator,or,instigat,21
instillation,on,instillati,18
instinct,t,instinc,20
instincts,s,instinct,24
institute,e,institut,24
institution,on,instituti,18
institutionalization,on,institutionalizati,18
institutions,s,institution,24
instruction,on,instructi,18
instructions,s,instruction,24
